,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,[0],"[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.046047, 21.0475626, 21.0474035, 21.0467561]","[21.027558, 21.0270964, 21.0273611, 21.0270718]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0305292, 21.0312845, 21.0343791, 21.0302046, 21.0292701]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.0403606, 21.0410611, 21.0422151, 21.0430212, 21.0429069]","[21.027558, 21.0266906, 21.0264113, 21.0234132, 21.0238129]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0370938, 21.0378615]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0300298, 21.0302639]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0314397, 21.0308489, 21.0334671, 21.0334489]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0344652, 21.0372996]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0344652, 21.0345658]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.0403606, 21.0410611, 21.0422151, 21.0430212, 21.0430419, 21.044485, 21.0444215, 21.0443373]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0405911, 21.0440486]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0322114, 21.0347206, 21.035339]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0336553, 21.0348793, 21.03885, 21.0390815, 21.0427079, 21.0499475, 21.0489412]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0399252, 21.040047, 21.0405072, 21.0411731]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0405911, 21.0456065, 21.0435285]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.0403606, 21.0406746]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0366478]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0322114, 21.0347206, 21.0348907]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0370938, 21.0379663, 21.0382877]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0292266]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0370938, 21.0379663, 21.0405934]","[21.027558, 21.0266906, 21.0264113, 21.0238245, 21.0269799, 21.0269593, 21.0268057]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0415424]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0348708, 21.0360234]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0405911, 21.0423817, 21.0425669]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0370938, 21.0379663, 21.0408873, 21.0411365, 21.0416937, 21.0419699]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.046047, 21.0475626, 21.0457791]","[21.027558, 21.0266906, 21.0264113, 21.0238245, 21.027158, 21.0272939]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.0375885, 21.0377385]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0336553, 21.0348793, 21.03885, 21.0390815, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0475053, 21.0469553, 21.04703]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0336553, 21.0348793, 21.03885, 21.0390815, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0460733]","[21.027558, 21.0276193, 21.0280357, 21.0284707, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0405911, 21.0433059, 21.0423312, 21.0434419, 21.0436691]"
1,"[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0372403, 21.0314122, 21.0304287, 21.0311718, 21.0284707, 21.0280357, 21.0276193, 21.027558]",[0],"[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0372403, 21.0314122, 21.0304287, 21.0308522, 21.029601, 21.0279735, 21.0276575, 21.0279114, 21.0273611, 21.0270718]","[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0376005, 21.0374155, 21.0377254, 21.0302046, 21.0292701]","[21.0467561, 21.0474035, 21.0459138, 21.044106, 21.0441884, 21.0427382, 21.0429069]","[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0372403, 21.0314122, 21.0304287, 21.030533, 21.0238245, 21.0234132, 21.0238129]","[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0376005, 21.0374155, 21.0378615]","[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0372403, 21.0314122, 21.0304287, 21.0311718, 21.0300298, 21.0302639]","[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0372403, 21.0339169, 21.033212, 21.0334671, 21.0334489]","[21.0467561, 21.0474035, 21.0395769, 21.0372996]","[21.0467561, 21.0474035, 21.0395769, 21.0344652, 21.0345658]","[21.0467561, 21.0474035, 21.0459138, 21.044106, 21.0443373]","[21.0467561, 21.0474035, 21.0416498, 21.0405911, 21.0440486]","[21.0467561, 21.0474035, 21.0395769, 21.0344652, 21.035339]","[21.0467561, 21.0474035, 21.0416498, 21.0427079, 21.0499475, 21.0489412]","[21.0467561, 21.0474035, 21.0416498, 21.0399252, 21.040047, 21.0405072, 21.0411731]","[21.0467561, 21.0474035, 21.0416498, 21.0405911, 21.0456065, 21.0435285]","[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0376005, 21.0374155, 21.0377252, 21.0403606, 21.0406746]","[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0372403, 21.0339169, 21.0366478]","[21.0467561, 21.0474035, 21.0395769, 21.0344652, 21.0348907]","[21.0467561, 21.0474035, 21.0430168, 21.0382877]","[21.0467561, 21.0474035, 21.0416498, 21.0409767, 21.0297334, 21.0292266]","[21.0467561, 21.0474035, 21.0430168, 21.0405934]","[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0372403, 21.0331772, 21.0282539, 21.0266692, 21.0262531, 21.0271105, 21.0269593, 21.0268057]","[21.0467561, 21.0474035, 21.0416498, 21.0409767, 21.0415424]","[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0376005, 21.0374155, 21.0378438, 21.0360234]","[21.0467561, 21.0474035, 21.0416498, 21.0405911, 21.0423817, 21.0425669]","[21.0467561, 21.0474035, 21.0459138, 21.043276, 21.0428142, 21.0422756, 21.0419699]","[21.0467561, 21.0474035, 21.0457791]","[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0372403, 21.0331772, 21.0282539, 21.0266692, 21.0275467, 21.0272941]","[21.0467561, 21.0474035, 21.0426264, 21.0419676, 21.0376005, 21.0374155, 21.0377396]","[21.0467561, 21.0474035, 21.0416498, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0475053, 21.0469553, 21.04703]","[21.0467561, 21.0474035, 21.0416498, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0460733]","[21.0467561, 21.0474035, 21.0416498, 21.0405911, 21.0433059, 21.0423312, 21.0434419, 21.0436691]"
2,"[21.0270718, 21.0273611, 21.0270964, 21.027558]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.046047, 21.0475626, 21.0474035, 21.0467561]",[0],"[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0305292, 21.0312845, 21.0343791, 21.0302046, 21.0292701]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.0403606, 21.0410611, 21.0422151, 21.0430212, 21.0429069]","[21.0270718, 21.0273611, 21.0270964, 21.0266906, 21.0264113, 21.0234132, 21.0238129]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0370938, 21.0378615]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0300298, 21.0302639]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0314397, 21.0308489, 21.0334671, 21.0334489]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0344652, 21.0372996]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0344652, 21.0345658]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.0403606, 21.0410611, 21.0422151, 21.0430212, 21.0430419, 21.044485, 21.0444215, 21.0443373]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0405911, 21.0440486]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0322114, 21.0347206, 21.035339]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0336553, 21.0348793, 21.03885, 21.0390815, 21.0427079, 21.0499475, 21.0489412]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0399252, 21.040047, 21.0405072, 21.0411731]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0405911, 21.0456065, 21.0435285]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.0403606, 21.0406746]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0366478]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0322114, 21.0347206, 21.0348907]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0370938, 21.0379663, 21.0382877]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0292266]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0370938, 21.0379663, 21.0405934]","[21.0270718, 21.0273611, 21.0270964, 21.0266906, 21.0264113, 21.0238245, 21.0269799, 21.0269593, 21.0268057]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0415424]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0348708, 21.0360234]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0405911, 21.0423817, 21.0425669]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0314397, 21.0308489, 21.033212, 21.0338491, 21.0370938, 21.0379663, 21.0408873, 21.0411365, 21.0416937, 21.0419699]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.046047, 21.0475626, 21.0457791]","[21.0270718, 21.0273611, 21.0270964, 21.0266906, 21.0264113, 21.0238245, 21.027158, 21.0272939]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0305292, 21.0312845, 21.0341961, 21.0375885, 21.0377385]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0336553, 21.0348793, 21.03885, 21.0390815, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0475053, 21.0469553, 21.04703]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0336553, 21.0348793, 21.03885, 21.0390815, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0460733]","[21.0270718, 21.0269455, 21.0291364, 21.0302453, 21.0311718, 21.0323901, 21.0309901, 21.0340344, 21.0332728, 21.040948, 21.0405911, 21.0433059, 21.0423312, 21.0434419, 21.0436691]"
3,"[21.0292701, 21.0311718, 21.0284707, 21.0280357, 21.0276193, 21.027558]","[21.0292701, 21.0298457, 21.0319095, 21.0341961, 21.046047, 21.0475626, 21.0474035, 21.0467561]","[21.0292701, 21.0308522, 21.029601, 21.0279735, 21.0276575, 21.0279114, 21.0273611, 21.0270718]",[0],"[21.0292701, 21.0298457, 21.0319095, 21.0341961, 21.0403606, 21.0410611, 21.0422151, 21.0430212, 21.0429069]","[21.0292701, 21.030533, 21.0238245, 21.0234132, 21.0238129]","[21.0292701, 21.0298457, 21.0319095, 21.0341961, 21.0375885, 21.0378615]","[21.0292701, 21.0311718, 21.0300298, 21.0302639]","[21.0292701, 21.0301792, 21.0338491, 21.033212, 21.0334671, 21.0334489]","[21.0292701, 21.0301792, 21.0370938, 21.0419291, 21.0421025, 21.0395769, 21.0372996]","[21.0292701, 21.0323901, 21.0309901, 21.0340344, 21.0344652, 21.0345658]","[21.0292701, 21.0298457, 21.0319095, 21.0341961, 21.0403606, 21.0410611, 21.0422151, 21.0430212, 21.0430419, 21.044485, 21.0444215, 21.0443373]","[21.0292701, 21.0301792, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0405911, 21.0440486]","[21.0292701, 21.0323901, 21.0322114, 21.0347206, 21.035339]","[21.0292701, 21.0301792, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0427079, 21.0499475, 21.0489412]","[21.0292701, 21.0301792, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0399252, 21.040047, 21.0405072, 21.0411731]","[21.0292701, 21.0301792, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0405911, 21.0456065, 21.0435285]","[21.0292701, 21.0298457, 21.0319095, 21.0341961, 21.0403606, 21.0406746]","[21.0292701, 21.0298457, 21.0319095, 21.0341961, 21.036811, 21.0366478]","[21.0292701, 21.0323901, 21.0322114, 21.0347206, 21.0348907]","[21.0292701, 21.0301792, 21.0370938, 21.0379663, 21.0382877]","[21.0292701, 21.0323901, 21.0292266]","[21.0292701, 21.0301792, 21.0370938, 21.0379663, 21.0405934]","[21.0292701, 21.0301128, 21.0266692, 21.0262531, 21.0271105, 21.0269593, 21.0268057]","[21.0292701, 21.0301792, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0409767, 21.0415424]","[21.0292701, 21.0298457, 21.0319095, 21.0323732, 21.0360234]","[21.0292701, 21.0301792, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0405911, 21.0423817, 21.0425669]","[21.0292701, 21.0298457, 21.0319095, 21.0341961, 21.0403606, 21.0408786, 21.0411984, 21.0421005, 21.0422039, 21.0419699]","[21.0292701, 21.0298457, 21.0319095, 21.0341961, 21.046047, 21.0475626, 21.0457791]","[21.0292701, 21.0301128, 21.0266692, 21.0275467, 21.0272941]","[21.0292701, 21.0298457, 21.0319095, 21.0341961, 21.0375885, 21.0377385]","[21.0292701, 21.0301792, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0475053, 21.0469553, 21.04703]","[21.0292701, 21.0301792, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0460733]","[21.0292701, 21.0301792, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0405911, 21.0433059, 21.0423312, 21.0434419, 21.0436691]"
4,"[21.0429069, 21.042988, 21.046047, 21.0345603, 21.031292, 21.0304287, 21.0311718, 21.0284707, 21.0280357, 21.0276193, 21.027558]","[21.0429069, 21.042988, 21.046047, 21.0475626, 21.0474035, 21.0467561]","[21.0429069, 21.042988, 21.046047, 21.0345603, 21.031292, 21.0304287, 21.0308522, 21.029601, 21.0279735, 21.0276575, 21.0279114, 21.0273611, 21.0270718]","[21.0429069, 21.042988, 21.046047, 21.0438481, 21.0321119, 21.0306336, 21.0302046, 21.0292701]",[0],"[21.0429069, 21.042988, 21.046047, 21.0345603, 21.031292, 21.0304287, 21.030533, 21.0238245, 21.0234132, 21.0238129]","[21.0429069, 21.042988, 21.046047, 21.0376196, 21.0378615]","[21.0429069, 21.042988, 21.046047, 21.0345603, 21.031292, 21.0304287, 21.0311718, 21.0300298, 21.0302639]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0426264, 21.0419676, 21.0372403, 21.0339169, 21.033212, 21.0334671, 21.0334489]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0395769, 21.0372996]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0395769, 21.0344652, 21.0345658]","[21.0429069, 21.0428337, 21.0437854, 21.0438078, 21.0443154, 21.0443373]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0416498, 21.0405911, 21.0440486]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0395769, 21.0344652, 21.035339]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0416498, 21.0427079, 21.0499475, 21.0489412]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0416498, 21.0399252, 21.040047, 21.0405072, 21.0411731]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0416498, 21.0405911, 21.0456065, 21.0435285]","[21.0429069, 21.042988, 21.046047, 21.0376196, 21.0403606, 21.0406746]","[21.0429069, 21.042988, 21.046047, 21.0347589, 21.0346072, 21.036811, 21.0366478]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0395769, 21.0344652, 21.0348907]","[21.0429069, 21.0427382, 21.0421005, 21.0422039, 21.0416937, 21.0411365, 21.0408873, 21.0382877]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0416498, 21.0409767, 21.0297334, 21.0292266]","[21.0429069, 21.0427382, 21.0421005, 21.0422039, 21.0416937, 21.0411365, 21.0408873, 21.0405934]","[21.0429069, 21.042988, 21.046047, 21.0345603, 21.0313358, 21.0303019, 21.0266692, 21.0262531, 21.0271105, 21.0269593, 21.0268057]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0416498, 21.0409767, 21.0415424]","[21.0429069, 21.042988, 21.046047, 21.0376196, 21.0378438, 21.0360234]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0416498, 21.0405911, 21.0423817, 21.0425669]","[21.0429069, 21.0427382, 21.0421005, 21.0422039, 21.0419699]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0457791]","[21.0429069, 21.042988, 21.046047, 21.0345603, 21.0313358, 21.0303019, 21.0266692, 21.0275467, 21.0272941]","[21.0429069, 21.042988, 21.046047, 21.0376196, 21.0377385]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0416498, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0475053, 21.0469553, 21.04703]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0416498, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0460733]","[21.0429069, 21.0427382, 21.0441884, 21.044106, 21.0459138, 21.0416498, 21.0405911, 21.0433059, 21.0423312, 21.0434419, 21.0436691]"
5,"[21.0238174, 21.0252984, 21.0299977, 21.0311718, 21.0284707, 21.0280357, 21.0276193, 21.027558]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0338491, 21.036811, 21.046047, 21.0475626, 21.0474035, 21.0467561]","[21.0238174, 21.0239191, 21.0205547, 21.0195813, 21.0189327, 21.0233744, 21.026284, 21.0269455, 21.0270718]","[21.0238174, 21.0252984, 21.0302205, 21.0312357, 21.0343791, 21.0302046, 21.0292701]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0338491, 21.036811, 21.0403606, 21.0410611, 21.0422151, 21.0430212, 21.0429069]",[0],"[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0378615]","[21.0238174, 21.0252984, 21.0299977, 21.0311718, 21.0300298, 21.0302639]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0338491, 21.033212, 21.0334671, 21.0334489]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0419291, 21.0421025, 21.0395769, 21.0372996]","[21.0238174, 21.0252984, 21.0299977, 21.0323901, 21.0309901, 21.0340344, 21.0344652, 21.0345658]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0338491, 21.036811, 21.0403606, 21.0410611, 21.0422151, 21.0430212, 21.0430419, 21.044485, 21.0444215, 21.0443373]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0405911, 21.0440486]","[21.0238174, 21.0252984, 21.0299977, 21.0323901, 21.0322114, 21.0347206, 21.035339]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0427079, 21.0499475, 21.0489412]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0399252, 21.040047, 21.0405072, 21.0411731]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0405911, 21.0456065, 21.0435285]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0338491, 21.036811, 21.0403606, 21.0406746]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0338491, 21.0366478]","[21.0238174, 21.0252984, 21.0299977, 21.0323901, 21.0322114, 21.0347206, 21.0348907]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0379663, 21.0382877]","[21.0238174, 21.0252984, 21.0299977, 21.0323901, 21.0292266]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0379663, 21.0405934]","[21.0238174, 21.0252984, 21.0275467, 21.027181, 21.0268057]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0409767, 21.0415424]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0338491, 21.0348708, 21.0360234]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0405911, 21.0423817, 21.0425669]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0379663, 21.0408873, 21.0411365, 21.0416937, 21.0419699]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0338491, 21.036811, 21.046047, 21.0475626, 21.0457791]","[21.0238174, 21.0252984, 21.0275467, 21.0272941]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0377396]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0475053, 21.0469553, 21.04703]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0427079, 21.0503549, 21.0506054, 21.0453719, 21.0460733]","[21.0238174, 21.0252984, 21.0283303, 21.0331171, 21.0370938, 21.0419291, 21.0421025, 21.0416498, 21.0405911, 21.0433059, 21.0423312, 21.0434419, 21.0436691]"
