,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.0,13.783333333333333,1.85,12.45,12.8,3.85,9.283333333333333,3.4166666666666665,4.983333333333333,10.066666666666666,10.016666666666667,13.466666666666667,14.566666666666666,9.283333333333333,15.166666666666666,16.35,16.883333333333333,10.416666666666666,9.083333333333334,6.933333333333334,8.533333333333333,9.05,9.633333333333333,5.4,12.1,8.45,14.116666666666667,11.316666666666666,14.0,5.366666666666666,10.1,19.25,17.683333333333334,16.816666666666666
1,14.75,0.0,15.55,13.85,5.316666666666666,14.433333333333334,7.75,14.016666666666667,8.866666666666667,9.833333333333334,11.883333333333333,4.516666666666667,14.7,15.833333333333334,14.35,16.5,17.016666666666666,9.783333333333333,10.383333333333333,13.5,6.833333333333333,15.9,5.583333333333333,11.9,12.233333333333333,8.65,14.25,5.516666666666667,2.4833333333333334,10.7,8.483333333333333,18.433333333333334,16.866666666666667,16.95
2,1.5166666666666666,14.083333333333334,0.0,12.75,13.1,4.55,9.583333333333334,3.9833333333333334,5.283333333333333,10.366666666666667,10.316666666666666,13.766666666666667,14.866666666666667,9.583333333333334,15.466666666666667,16.65,17.183333333333334,10.716666666666667,9.383333333333333,7.233333333333333,8.833333333333334,9.35,9.933333333333334,6.1,12.4,8.75,14.416666666666666,11.616666666666667,14.3,6.066666666666666,10.4,19.55,17.983333333333334,17.116666666666667
3,8.233333333333333,9.133333333333333,9.033333333333333,0.0,8.15,7.916666666666667,6.25,7.5,5.233333333333333,12.283333333333333,12.783333333333333,8.816666666666666,17.15,12.05,16.8,18.95,19.466666666666665,5.766666666666667,4.933333333333334,9.7,6.7,11.816666666666666,7.8,5.616666666666666,14.683333333333334,4.8,16.7,8.483333333333333,9.35,4.416666666666667,5.45,20.883333333333333,19.316666666666666,19.4
4,14.433333333333334,4.033333333333333,15.233333333333333,7.616666666666666,0.0,14.116666666666667,5.833333333333333,13.7,9.55,10.516666666666667,12.566666666666666,2.1166666666666667,15.383333333333333,16.516666666666666,15.033333333333333,17.183333333333334,17.7,5.416666666666667,6.416666666666667,14.183333333333334,4.966666666666667,16.583333333333332,3.716666666666667,12.8,12.916666666666666,6.6,14.933333333333334,1.9833333333333334,3.15,11.6,5.016666666666667,19.116666666666667,17.55,17.633333333333333
5,9.55,12.1,7.416666666666667,11.5,11.1,0.0,7.816666666666666,8.816666666666666,5.583333333333333,12.65,14.116666666666667,11.766666666666667,17.516666666666666,13.383333333333333,17.166666666666668,19.316666666666666,19.833333333333332,8.716666666666667,7.55,11.033333333333333,7.066666666666666,13.15,8.166666666666666,4.766666666666667,15.05,6.916666666666667,17.066666666666666,9.85,12.316666666666666,3.95,8.566666666666666,21.25,19.683333333333334,19.766666666666666
6,10.516666666666667,5.4,11.316666666666666,6.1,4.416666666666667,10.2,0.0,9.783333333333333,4.633333333333334,8.95,11.0,5.083333333333333,13.816666666666666,14.35,13.466666666666667,15.616666666666667,16.133333333333333,2.033333333333333,3.5166666666666666,12.0,1.2333333333333334,14.116666666666667,2.3333333333333335,7.666666666666667,11.35,0.9,13.366666666666667,4.0,5.616666666666666,6.466666666666667,0.7333333333333333,17.55,15.983333333333333,16.066666666666666
7,3.4166666666666665,13.033333333333333,4.783333333333333,11.7,12.05,5.75,8.533333333333333,0.0,4.233333333333333,7.8,7.75,12.716666666666667,12.3,7.016666666666667,12.9,14.083333333333334,14.616666666666667,9.666666666666666,8.333333333333334,4.666666666666667,7.783333333333333,6.783333333333333,8.883333333333333,6.7,9.833333333333334,7.7,11.85,10.566666666666666,13.25,6.533333333333333,9.35,16.983333333333334,15.416666666666666,14.55
8,6.416666666666667,9.333333333333334,7.233333333333333,9.85,8.333333333333334,6.116666666666666,4.983333333333333,5.683333333333334,0.0,9.816666666666666,10.983333333333333,9.0,14.683333333333334,10.25,14.333333333333334,16.483333333333334,17.0,5.95,4.783333333333333,7.9,4.233333333333333,10.016666666666667,5.333333333333333,4.883333333333334,12.216666666666667,4.15,14.233333333333333,7.016666666666667,9.55,4.716666666666667,5.733333333333333,18.416666666666668,16.85,16.933333333333334
9,8.05,15.4,8.85,15.05,14.416666666666666,10.633333333333333,10.0,7.483333333333333,7.45,0.0,2.033333333333333,15.083333333333334,7.716666666666667,5.983333333333333,7.366666666666666,9.516666666666667,10.033333333333333,12.033333333333333,11.55,3.65,9.233333333333333,6.116666666666666,10.333333333333334,10.05,5.25,10.883333333333333,7.266666666666667,12.016666666666667,15.616666666666667,9.883333333333333,10.733333333333333,11.45,9.883333333333333,9.966666666666667
