21.078295,105.966889
21.027593,105.82379
21.0467195,105.8072527
21.0271642,105.8225908
21.0291707,105.8073247
21.0427522,105.808253
21.0237555,105.8171405
21.038003,105.810641
21.030377,105.824848
21.0333895,105.8170932
21.037303,105.830985
21.034485,105.829585
21.0443373,105.808547099999
21.0440486,105.8429834
21.0355053,105.8195195
21.048936,105.841036
21.0412291,105.8462803
21.0435847,105.8465317
21.0406761,105.8070174
21.0366682,105.8071707
21.0348907,105.8253889
21.0382448,105.8128237
21.0292819,105.840235
21.040585,105.813012
21.026802,105.8155648
21.0415455,105.840011
21.0360361,105.8104245
21.0425271,105.8415173
21.041958,105.810829
21.0457791,105.8115146
21.0272468,105.814508
21.037676,105.808576
21.047091,105.8488
21.0460733,105.8464226
21.0436214,105.844962
